Duration,22 m 5 s
Start Time,Tue Dec 22 15:36:50 IST 2015
End Time,Tue Dec 22 15:59:00 IST 2015
Total Users,10
Total Hits,22200
Total Throughput,852285.55 Kb
Average Hits,16.75 hits/s
Average Throughput/s,643.23 kb/s
Testcases passed,100
Testcases failed,0
Testcases error rate,0
Step passed,2000
Step failed,0
Step error rate,0


Testcase name,User Count,User Percentage,Step name,Request name,Duration detail,Response Code,Success Count,Failure Count,Failure Rate(%),Total Step,Total Request,Average Duration (sec),Standard Deviation Duration (sec),Minimum Duration (sec),Duration 85 Percentile (sec),Duration 90 Percentile (sec),Duration 95 Percentile (sec),Maximum Duration (sec),Average Size (Kb),Standard Deviation Size (Kb),Minimum Size (Kb),Size 85 Percentile (Kb),Size 90 Percentile (Kb),Size 95 Percentile (Kb),Maximum Size (Kb)
"",,,,,Waiting,,100,0,0,,0,0.28,0.01,0.26,0.29,0.3,0.3,0.31,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.17,0.14,0,0.29,0.29,0.29,0.37,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-e70c003d770386e0f2030eab49eb59c274165cd14d16ffcb4f47a942198e8ee8.css,,,100,0,0,,100,0.88,0.06,0.8,0.94,0.99,1.01,1.22,123.7,0,123.7,123.7,123.7,123.7,123.7
"",,,,,Sending,,100,0,0,,0,0.27,0.01,0.25,0.28,0.28,0.29,0.3,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.01,0.27,0.29,0.29,0.3,0.31,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.33,0.06,0.27,0.38,0.44,0.46,0.65,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/26/small/ror_jr_spaghetti.jpeg?1450727466,,,100,0,0,,100,0.28,0.02,0.26,0.29,0.29,0.36,0.4,2.35,0,2.35,2.35,2.35,2.35,2.35
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.01,0.26,0.28,0.29,0.29,0.34,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.01,0,0.01,0.01,0.07,0.08,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/40/small/spree_spaghetti.jpeg?1450727473,,,100,0,0,,100,0.28,0.04,0.26,0.29,0.31,0.32,0.62,0.92,0,0.92,0.92,0.92,0.92,0.92
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.25,0.29,0.3,0.31,0.46,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.03,0,0,0,0.01,0.3,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree_header-198b754a34f1428c25f64303be8ac2aae84a076433af18ca55b65d7cbf1a0e13.jpg,,,100,0,0,,100,0.85,0.08,0.58,0.88,0.9,1.08,1.13,58.8,0,58.8,58.8,58.8,58.8,58.8
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.27,0.01,0.25,0.28,0.29,0.3,0.31,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.57,0.07,0.32,0.58,0.58,0.8,0.85,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/21/small/ror_tote.jpeg?1450727464,,,100,0,0,,100,0.28,0.01,0.26,0.29,0.29,0.3,0.35,4.54,0,4.54,4.54,4.54,4.54,4.54
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.27,0.01,0.25,0.28,0.28,0.28,0.31,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.01,0,0.01,0.01,0.02,0.05,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/34/small/ruby_baseball.png?1450727469,,,100,0,0,,100,0.29,0.09,0.26,0.3,0.3,0.34,1.07,10.48,0,10.48,10.48,10.48,10.48,10.48
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.01,0.25,0.28,0.29,0.29,0.33,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.02,0.08,0,0,0.01,0.01,0.8,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/23/small/ror_bag.jpeg?1450727465,,,100,0,0,,100,0.28,0.01,0.26,0.3,0.3,0.3,0.33,4.94,0,4.94,4.94,4.94,4.94,4.94
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.27,0.01,0.26,0.29,0.29,0.29,0.31,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0,0,0,0.01,0.01,0.01,0.04,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/cart_link,,,100,0,0,,100,0.3,0.04,0.28,0.31,0.32,0.34,0.69,0.14,0,0.14,0.14,0.14,0.14,0.14
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.29,0.02,0.27,0.3,0.3,0.3,0.39,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.03,0,0.01,0.01,0.05,0.3,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/bootstrap/glyphicons-halflings-regular-fe185d11a49676890d47bb783312a0cda5a44c4039214094e7957b4c040ef11c.woff2,,,100,0,0,,100,0.36,0.12,0.26,0.54,0.54,0.56,0.66,17.61,0,17.61,17.61,17.61,17.61,17.61
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.01,0.25,0.28,0.28,0.28,0.35,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.08,0.12,0,0.26,0.27,0.28,0.36,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/41/small/spree_jersey.jpeg?1450727473,,,100,0,0,,100,0.28,0.02,0.26,0.29,0.29,0.29,0.44,2.35,0,2.35,2.35,2.35,2.35,2.35
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.25,0.28,0.28,0.29,0.43,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0,0,0,0.01,0.01,0.01,0.02,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,15) http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/t/brand/ruby,,,,100,0,0,100,800,4.98,0.31,4.44,5.15,5.3,5.53,5.91,422.48,0,422.48,422.48,422.48,422.48,422.48
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/t/brand/ruby,,,100,0,0,,100,0.66,0.04,0.61,0.68,0.7,0.7,0.88,9.86,0,9.86,9.86,9.86,9.86,9.86
"",,,,,Sending,,100,0,0,,0,0.28,0.02,0.26,0.29,0.3,0.3,0.42,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.37,0.02,0.34,0.4,0.4,0.41,0.5,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.01,0,0.01,0.01,0.01,0.08,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree_header-198b754a34f1428c25f64303be8ac2aae84a076433af18ca55b65d7cbf1a0e13.jpg,,,100,0,0,,100,0.85,0.07,0.78,0.89,0.91,1.03,1.17,58.8,0,58.8,58.8,58.8,58.8,58.8
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.26,0.29,0.29,0.29,0.4,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.57,0.06,0.52,0.61,0.62,0.76,0.89,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-f790e2c4168dc64d4a5814841899776880357feb9be7f36586c037358c370598.js,,,100,0,0,,100,1.22,0.07,1.08,1.29,1.3,1.3,1.47,181.45,0,181.45,181.45,181.45,181.45,181.45
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.29,0.01,0.27,0.3,0.31,0.31,0.37,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.92,0.06,0.81,0.99,1,1,1.17,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/34/small/ruby_baseball.png?1450727469,,,100,0,0,,100,0.29,0.04,0.26,0.3,0.31,0.32,0.62,10.48,0,10.48,10.48,10.48,10.48,10.48
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.27,0.01,0.25,0.29,0.3,0.3,0.32,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.04,0,0.01,0.02,0.02,0.3,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/cart_link,,,100,0,0,,100,0.3,0.02,0.27,0.31,0.32,0.33,0.4,0.14,0,0.14,0.14,0.14,0.14,0.14
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.29,0.01,0.27,0.3,0.3,0.31,0.39,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0,0.01,0,0,0.01,0.01,0.05,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/bootstrap/glyphicons-halflings-regular-fe185d11a49676890d47bb783312a0cda5a44c4039214094e7957b4c040ef11c.woff2,,,100,0,0,,100,0.34,0.11,0.26,0.3,0.31,0.54,0.61,17.61,0,17.61,17.61,17.61,17.61,17.61
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.27,0.01,0.26,0.29,0.3,0.31,0.32,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.06,0.11,0,0.01,0.02,0.25,0.34,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/logo/spree_50-1c7335be355d4672a35c5023956d0c883f254831f3e3dae3f2ca05976ceb5e50.png,,,100,0,0,,100,0.45,0.14,0.27,0.56,0.57,0.58,0.8,20.44,0,20.44,20.44,20.44,20.44,20.44
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.26,0.28,0.29,0.29,0.42,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.17,0.14,0,0.29,0.29,0.29,0.49,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-e70c003d770386e0f2030eab49eb59c274165cd14d16ffcb4f47a942198e8ee8.css,,,100,0,0,,100,0.87,0.06,0.79,0.9,0.9,0.92,1.24,123.7,0,123.7,123.7,123.7,123.7,123.7
"",,,,,Sending,,100,0,0,,0,0.27,0.01,0.26,0.29,0.29,0.29,0.31,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.01,0.26,0.29,0.29,0.3,0.33,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.32,0.06,0.27,0.32,0.34,0.35,0.69,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,16) http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/t/brand/ruby?utf8=%E2%9C%93&per_page=&search%5Bbrand_any%5D%5B%5D=Conditioned,,,,100,0,0,100,700,4.72,0.32,4.19,5.08,5.12,5.52,6.13,411.09,0,411.09,411.09,411.09,411.09,411.09
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/t/brand/ruby?utf8=%E2%9C%93&per_page=&search%5Bbrand_any%5D%5B%5D=Conditioned,,,100,0,0,,100,0.64,0.03,0.59,0.69,0.69,0.73,0.82,8.95,0,8.95,8.95,8.95,8.95,8.95
"",,,,,Sending,,100,0,0,,0,0.28,0.02,0.26,0.3,0.3,0.31,0.4,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.35,0.02,0.33,0.38,0.38,0.38,0.44,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.01,0,0.01,0.02,0.03,0.06,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree_header-198b754a34f1428c25f64303be8ac2aae84a076433af18ca55b65d7cbf1a0e13.jpg,,,100,0,0,,100,0.86,0.07,0.78,0.98,1.09,1.11,1.14,58.8,0,58.8,58.8,58.8,58.8,58.8
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.26,0.28,0.29,0.3,0.42,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.58,0.06,0.52,0.66,0.82,0.83,0.86,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-f790e2c4168dc64d4a5814841899776880357feb9be7f36586c037358c370598.js,,,100,0,0,,100,1.25,0.13,1.1,1.32,1.34,1.43,1.93,181.45,0,181.45,181.45,181.45,181.45,181.45
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.3,0.02,0.28,0.3,0.31,0.31,0.51,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.95,0.12,0.83,1.01,1.05,1.13,1.63,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/cart_link,,,100,0,0,,100,0.3,0.02,0.28,0.34,0.34,0.36,0.44,0.14,0,0.14,0.14,0.14,0.14,0.14
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.3,0.02,0.27,0.31,0.32,0.33,0.43,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.01,0,0.01,0.01,0.06,0.08,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/bootstrap/glyphicons-halflings-regular-fe185d11a49676890d47bb783312a0cda5a44c4039214094e7957b4c040ef11c.woff2,,,100,0,0,,100,0.32,0.09,0.27,0.55,0.55,0.56,0.62,17.61,0,17.61,17.61,17.61,17.61,17.61
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.01,0.26,0.28,0.29,0.29,0.32,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.04,0.09,0,0.28,0.28,0.28,0.34,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/logo/spree_50-1c7335be355d4672a35c5023956d0c883f254831f3e3dae3f2ca05976ceb5e50.png,,,100,0,0,,100,0.46,0.14,0.27,0.56,0.57,0.57,0.74,20.44,0,20.44,20.44,20.44,20.44,20.44
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.01,0.26,0.29,0.29,0.29,0.32,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.18,0.14,0,0.28,0.29,0.29,0.47,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-e70c003d770386e0f2030eab49eb59c274165cd14d16ffcb4f47a942198e8ee8.css,,,100,0,0,,100,0.88,0.06,0.8,0.91,0.92,0.94,1.26,123.7,0,123.7,123.7,123.7,123.7,123.7
"",,,,,Sending,,100,0,0,,0,0.28,0.01,0.26,0.28,0.28,0.29,0.31,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.26,0.3,0.3,0.3,0.4,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.32,0.05,0.27,0.34,0.35,0.37,0.65,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,17) http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/t/brand/ruby?utf8=%E2%9C%93&per_page=,,,,100,0,0,100,800,5.04,0.4,4.48,5.41,5.47,5.68,6.83,422.49,0,422.49,422.49,422.49,422.49,422.49
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/t/brand/ruby?utf8=%E2%9C%93&per_page=,,,100,0,0,,100,0.66,0.04,0.61,0.72,0.73,0.75,0.93,9.87,0,9.87,9.87,9.87,9.87,9.87
"",,,,,Sending,,100,0,0,,0,0.28,0.01,0.26,0.29,0.29,0.29,0.33,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.37,0.04,0.34,0.41,0.41,0.46,0.59,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.01,0,0.01,0.02,0.04,0.09,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree_header-198b754a34f1428c25f64303be8ac2aae84a076433af18ca55b65d7cbf1a0e13.jpg,,,100,0,0,,100,0.86,0.08,0.78,0.96,1.06,1.1,1.16,58.8,0,58.8,58.8,58.8,58.8,58.8
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.01,0.26,0.28,0.3,0.31,0.33,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.58,0.07,0.52,0.63,0.76,0.83,0.88,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-f790e2c4168dc64d4a5814841899776880357feb9be7f36586c037358c370598.js,,,100,0,0,,100,1.22,0.08,0.98,1.26,1.3,1.34,1.46,181.45,0,181.45,181.45,181.45,181.45,181.45
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.3,0.01,0.28,0.31,0.31,0.32,0.33,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.92,0.07,0.7,0.96,0.97,1.04,1.16,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/34/small/ruby_baseball.png?1450727469,,,100,0,0,,100,0.29,0.08,0.26,0.3,0.31,0.33,0.95,10.48,0,10.48,10.48,10.48,10.48,10.48
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.07,0.26,0.29,0.29,0.29,0.94,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.04,0,0.01,0.01,0.04,0.4,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/cart_link,,,100,0,0,,100,0.32,0.15,0.28,0.31,0.31,0.31,1.72,0.14,0,0.14,0.14,0.14,0.14,0.14
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.31,0.15,0.28,0.3,0.3,0.3,1.72,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0,0.01,0,0.01,0.01,0.02,0.05,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/bootstrap/glyphicons-halflings-regular-fe185d11a49676890d47bb783312a0cda5a44c4039214094e7957b4c040ef11c.woff2,,,100,0,0,,100,0.34,0.11,0.26,0.54,0.55,0.56,0.62,17.61,0,17.61,17.61,17.61,17.61,17.61
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.03,0.26,0.28,0.29,0.29,0.58,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.06,0.11,0,0.27,0.27,0.28,0.35,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/logo/spree_50-1c7335be355d4672a35c5023956d0c883f254831f3e3dae3f2ca05976ceb5e50.png,,,100,0,0,,100,0.43,0.14,0.27,0.57,0.62,0.62,0.82,20.44,0,20.44,20.44,20.44,20.44,20.44
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.01,0.26,0.3,0.3,0.31,0.31,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.16,0.14,0,0.29,0.31,0.34,0.52,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree/frontend/all-e70c003d770386e0f2030eab49eb59c274165cd14d16ffcb4f47a942198e8ee8.css,,,100,0,0,,100,0.91,0.14,0.81,0.94,0.96,1.09,1.93,123.7,0,123.7,123.7,123.7,123.7,123.7
"",,,,,Sending,,100,0,0,,0,0.28,0.01,0.26,0.28,0.29,0.3,0.37,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.01,0.26,0.3,0.31,0.32,0.33,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.34,0.14,0.27,0.34,0.41,0.54,1.37,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,18) http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/t/categories/mugs,,,,100,0,0,100,1100,6.64,0.43,5.95,6.96,7.03,7.14,8.57,424.82,0,424.82,424.82,424.82,424.82,424.82
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/assets/spree_header-198b754a34f1428c25f64303be8ac2aae84a076433af18ca55b65d7cbf1a0e13.jpg,,,100,0,0,,100,1.1,0.15,0.8,1.33,1.39,1.42,1.65,58.8,0,58.8,58.8,58.8,58.8,58.8
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.06,0.26,0.29,0.3,0.3,0.87,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.81,0.14,0.52,0.94,1.07,1.12,1.15,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/43/small/spree_stein.jpeg?1450727474,,,100,0,0,,100,0.28,0.02,0.26,0.29,0.3,0.32,0.38,1.65,0,1.65,1.65,1.65,1.65,1.65
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.28,0.02,0.25,0.28,0.28,0.3,0.34,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0.01,0.02,0,0.01,0.01,0.02,0.1,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/31/small/ror_stein.jpeg?1450727468,,,100,0,0,,100,0.28,0.02,0.26,0.29,0.29,0.29,0.34,3.39,0,3.39,3.39,3.39,3.39,3.39
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.27,0.01,0.25,0.28,0.28,0.28,0.32,0,0,0,0,0,0,0
"",,,,,Receiving,,100,0,0,,0,0,0.01,0,0.01,0.01,0.01,0.07,0,0,0,0,0,0,0
"",,,,,,200,100,0,0,,100,,,,,,,,,,,,,,
"",,,,http://ec2-52-88-124-145.us-west-2.compute.amazonaws.com:8888/spree/products/27/small/ror_mug.jpeg?1450727467,,,100,0,0,,100,0.28,0.01,0.26,0.29,0.29,0.29,0.36,3.5,0,3.5,3.5,3.5,3.5,3.5
"",,,,,Sending,,100,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"",,,,,Waiting,,100,0,0,,0,0.27,0.01,0.26,0.28,0.28,0.28,0.31,0,0,0,0,0,0,0
